Id,SalePrice
1608,189000.00
1609,157000.00
1610,133000.00
1611,154000.00
1612,186000.00
1613,196000.00
1614,128000.00
1615,95200.00
1616,84200.00
1617,110000.00
1618,115000.00
1619,130000.00
1620,250000.00
1621,151000.00
1622,161000.00
1623,229000.00
1624,225000.00
1625,130000.00
1626,216000.00
1627,191000.00
1628,253000.00
1629,147000.00
1630,312000.00
1631,191000.00
1632,216000.00
1633,138000.00
1634,176000.00
1635,158000.00
1636,149000.00
1637,221000.00
1638,219000.00
1639,210000.00
1640,263000.00
1641,196000.00
1642,202000.00
1643,201000.00
1644,200000.00
1645,218000.00
1646,169000.00
1647,163000.00
1648,151000.00
1649,141000.00
1650,144000.00
1651,137000.00
1652,124000.00
1653,116000.00
1654,165000.00
1655,133000.00
1656,158000.00
1657,165000.00
1658,162000.00
1659,118000.00
1660,166000.00
1661,356000.00
1662,301000.00
1663,315000.00
1664,390000.00
1665,263000.00
1666,284000.00
1667,292000.00
1668,276000.00
1669,230000.00
1670,278000.00
1671,264000.00
1672,374000.00
1673,259000.00
1674,252000.00
1675,200000.00
1676,200000.00
1677,197000.00
1678,397000.00
1679,322000.00
1680,271000.00
1681,215000.00
1682,263000.00
1683,187000.00
1684,149000.00
1685,149000.00
1686,153000.00
1687,129000.00
1688,180000.00
1689,174000.00
1690,159000.00
1691,148000.00
1692,214000.00
1693,127000.00
1694,161000.00
1695,128000.00
1696,272000.00
1697,129000.00
1698,317000.00
1699,288000.00
1700,255000.00
1701,265000.00
1702,258000.00
1703,236000.00
1704,262000.00
1705,204000.00
1706,351000.00
1707,182000.00
1708,194000.00
1709,241000.00
1710,204000.00
1711,226000.00
1712,236000.00
1713,244000.00
1714,212000.00
1715,185000.00
1716,165000.00
1717,155000.00
1718,112000.00
1719,186000.00
1720,232000.00
1721,163000.00
1722,108000.00
1723,163000.00
1724,209000.00
1725,224000.00
1726,174000.00
1727,171000.00
1728,159000.00
1729,157000.00
1730,155000.00
1731,115000.00
1732,152000.00
1733,134000.00
1734,134000.00
1735,117000.00
1736,104000.00
1737,311000.00
1738,220000.00
1739,294000.00
1740,229000.00
1741,193000.00
1742,185000.00
1743,170000.00
1744,275000.00
1745,223000.00
1746,212000.00
1747,231000.00
1748,250000.00
1749,190000.00
1750,165000.00
1751,246000.00
1752,114000.00
1753,193000.00
1754,231000.00
1755,200000.00
1756,125000.00
1757,111000.00
1758,195000.00
1759,194000.00
1760,190000.00
1761,186000.00
1762,207000.00
1763,181000.00
1764,116000.00
1765,223000.00
1766,200000.00
1767,225000.00
1768,163000.00
1769,176000.00
1770,133000.00
1771,143000.00
1772,169000.00
1773,135000.00
1774,253000.00
1775,135000.00
1776,127000.00
1777,102000.00
1778,128000.00
1779,126000.00
1780,158000.00
1781,145000.00
1782,104000.00
1783,169000.00
1784,94500.00
1785,122000.00
1786,201000.00
1787,168000.00
1788,48100.00
1789,118000.00
1790,88000.00
1791,297000.00
1792,181000.00
1793,147000.00
1794,137000.00
1795,144000.00
1796,100000.00
1797,174000.00
1798,122000.00
1799,95200.00
1800,111000.00
1801,152000.00
1802,160000.00
1803,196000.00
1804,152000.00
1805,131000.00
1806,130000.00
1807,189000.00
1808,119000.00
1809,105000.00
1810,155000.00
1811,122000.00
1812,120000.00
1813,137000.00
1814,103000.00
1815,52500.00
1816,88800.00
1817,170000.00
1818,187000.00
1819,122000.00
1820,68200.00
1821,126000.00
1822,168000.00
1823,50800.00
1824,149000.00
1825,142000.00
1826,131000.00
1827,113000.00
1828,161000.00
1829,195000.00
1830,190000.00
1831,157000.00
1832,169000.00
1833,173000.00
1834,131000.00
1835,166000.00
1836,174000.00
1837,91900.00
1838,134000.00
1839,75200.00
1840,137000.00
1841,146000.00
1842,104000.00
1843,171000.00
1844,119000.00
1845,160000.00
1846,157000.00
1847,198000.00
1848,32000.00
1849,111000.00
1850,132000.00
1851,150000.00
1852,139000.00
1853,132000.00
1854,145000.00
1855,139000.00
1856,216000.00
1857,159000.00
1858,187000.00
1859,112000.00
1860,194000.00
1861,110000.00
1862,304000.00
1863,304000.00
1864,304000.00
1865,279000.00
1866,276000.00
1867,222000.00
1868,266000.00
1869,194000.00
1870,210000.00
1871,222000.00
1872,147000.00
1873,226000.00
1874,141000.00
1875,198000.00
1876,202000.00
1877,211000.00
1878,203000.00
1879,128000.00
1880,131000.00
1881,278000.00
1882,238000.00
1883,179000.00
1884,207000.00
1885,221000.00
1886,256000.00
1887,204000.00
1888,246000.00
1889,145000.00
1890,156000.00
1891,131000.00
1892,109000.00
1893,150000.00
1894,167000.00
1895,178000.00
1896,135000.00
1897,141000.00
1898,124000.00
1899,133000.00
1900,113000.00
1901,170000.00
1902,177000.00
1903,219000.00
1904,130000.00
1905,187000.00
1906,153000.00
1907,235000.00
1908,125000.00
1909,142000.00
1910,135000.00
1911,213000.00
1912,267000.00
1913,216000.00
1914,67500.00
1915,231000.00
1916,68000.00
1917,230000.00
1918,137000.00
1919,174000.00
1920,207000.00
1921,309000.00
1922,265000.00
1923,212000.00
1924,229000.00
1925,200000.00
1926,314000.00
1927,148000.00
1928,182000.00
1929,115000.00
1930,116000.00
1931,148000.00
1932,145000.00
1933,212000.00
1934,178000.00
1935,167000.00
1936,185000.00
1937,173000.00
1938,170000.00
1939,212000.00
1940,163000.00
1941,170000.00
1942,184000.00
1943,170000.00
1944,266000.00
1945,279000.00
1946,189000.00
1947,239000.00
1948,206000.00
1949,224000.00
1950,192000.00
1951,286000.00
1952,252000.00
1953,194000.00
1954,202000.00
1955,146000.00
1956,352000.00
1957,182000.00
1958,295000.00
1959,180000.00
1960,119000.00
1961,120000.00
1962,121000.00
1963,146000.00
1964,143000.00
1965,155000.00
1966,140000.00
1967,262000.00
1968,351000.00
1969,298000.00
1970,348000.00
1971,363000.00
1972,317000.00
1973,224000.00
1974,274000.00
1975,378000.00
1976,260000.00
1977,346000.00
1978,316000.00
1979,279000.00
1980,177000.00
1981,308000.00
1982,192000.00
1983,182000.00
1984,168000.00
1985,216000.00
1986,218000.00
1987,153000.00
1988,152000.00
1989,173000.00
1990,202000.00
1991,197000.00
1992,228000.00
1993,147000.00
1994,231000.00
1995,167000.00
1996,284000.00
1997,266000.00
1998,321000.00
1999,233000.00
2000,291000.00
2001,262000.00
2002,224000.00
2003,243000.00
2004,251000.00
2005,188000.00
2006,187000.00
2007,234000.00
2008,185000.00
2009,177000.00
2010,182000.00
2011,122000.00
2012,149000.00
2013,174000.00
2014,193000.00
2015,191000.00
2016,188000.00
2017,190000.00
2018,122000.00
2019,129000.00
2020,120000.00
2021,109000.00
2022,201000.00
2023,167000.00
2024,272000.00
2025,338000.00
2026,159000.00
2027,138000.00
2028,152000.00
2029,173000.00
2030,233000.00
2031,202000.00
2032,203000.00
2033,223000.00
2034,164000.00
2035,217000.00
2036,206000.00
2037,209000.00
2038,238000.00
2039,163000.00
2040,347000.00
2041,217000.00
2042,189000.00
2043,189000.00
2044,214000.00
2045,208000.00
2046,195000.00
2047,162000.00
2048,139000.00
2049,213000.00
2050,176000.00
2051,72200.00
2052,141000.00
2053,146000.00
2054,83700.00
2055,190000.00
2056,116000.00
2057,140000.00
2058,232000.00
2059,152000.00
2060,188000.00
2061,221000.00
2062,146000.00
2063,99400.00
2064,168000.00
2065,130000.00
2066,200000.00
2067,118000.00
2068,215000.00
2069,73700.00
2070,122000.00
2071,90800.00
2072,230000.00
2073,142000.00
2074,185000.00
2075,160000.00
2076,133000.00
2077,150000.00
2078,124000.00
2079,160000.00
2080,113000.00
2081,135000.00
2082,176000.00
2083,164000.00
2084,104000.00
2085,127000.00
2086,95100.00
2087,137000.00
2088,140000.00
2089,81600.00
2090,138000.00
2091,127000.00
2092,169000.00
2093,162000.00
2094,93400.00
2095,191000.00
2096,81600.00
2097,91100.00
2098,197000.00
2099,61400.00
2100,104000.00
2101,167000.00
2102,137000.00
2103,92700.00
2104,211000.00
2105,122000.00
2106,122000.00
2107,234000.00
2108,128000.00
2109,118000.00
2110,138000.00
2111,150000.00
2112,164000.00
2113,121000.00
2114,114000.00
2115,163000.00
2116,118000.00
2117,184000.00
2118,128000.00
2119,107000.00
2120,121000.00
2121,66300.00
2122,127000.00
2123,53100.00
2124,190000.00
2125,205000.00
2126,186000.00
2127,200000.00
2128,147000.00
2129,105000.00
2130,154000.00
2131,176000.00
2132,141000.00
2133,126000.00
2134,133000.00
2135,103000.00
2136,100000.00
2137,120000.00
2138,146000.00
2139,154000.00
2140,135000.00
2141,132000.00
2142,145000.00
2143,141000.00
2144,165000.00
2145,129000.00
2146,170000.00
2147,214000.00
2148,152000.00
2149,169000.00
2150,199000.00
2151,109000.00
2152,165000.00
2153,189000.00
2154,93300.00
2155,139000.00
2156,284000.00
2157,246000.00
2158,212000.00
2159,186000.00
2160,146000.00
2161,238000.00
2162,382000.00
2163,284000.00
2164,237000.00
2165,182000.00
2166,151000.00
2167,216000.00
2168,203000.00
2169,184000.00
2170,211000.00
2171,168000.00
2172,160000.00
2173,155000.00
2174,235000.00
2175,256000.00
2176,270000.00
2177,232000.00
2178,197000.00
2179,137000.00
2180,262000.00
2181,179000.00
2182,226000.00
2183,179000.00
2184,144000.00
2185,138000.00
2186,163000.00
2187,160000.00
2188,147000.00
2189,267000.00
2190,59300.00
2191,62400.00
2192,88700.00
2193,85200.00
2194,60000.00
2195,131000.00
2196,105000.00
2197,130000.00
2198,161000.00
2199,196000.00
2200,136000.00
2201,149000.00
2202,143000.00
2203,176000.00
2204,178000.00
2205,135000.00
2206,146000.00
2207,199000.00
2208,207000.00
2209,240000.00
2210,128000.00
2211,104000.00
2212,108000.00
2213,100000.00
2214,149000.00
2215,97800.00
2216,202000.00
2217,73700.00
2218,99300.00
2219,86600.00
2220,90000.00
2221,234000.00
2222,229000.00
2223,295000.00
2224,221000.00
2225,145000.00
2226,236000.00
2227,213000.00
2228,236000.00
2229,204000.00
2230,132000.00
2231,183000.00
2232,196000.00
2233,200000.00
2234,208000.00
2235,220000.00
2236,234000.00
2237,320000.00
2238,217000.00
2239,105000.00
2240,168000.00
2241,197000.00
2242,149000.00
2243,140000.00
2244,113000.00
2245,104000.00
2246,144000.00
2247,96400.00
2248,117000.00
2249,108000.00
2250,129000.00
2251,160000.00
2252,222000.00
2253,125000.00
2254,160000.00
2255,196000.00
2256,158000.00
2257,221000.00
2258,148000.00
2259,176000.00
2260,170000.00
2261,154000.00
2262,178000.00
2263,282000.00
2264,385000.00
2265,209000.00
2266,221000.00
2267,359000.00
2268,281000.00
2269,164000.00
2270,181000.00
2271,228000.00
2272,228000.00
2273,176000.00
2274,200000.00
2275,222000.00
2276,194000.00
2277,205000.00
2278,178000.00
2279,115000.00
2280,118000.00
2281,175000.00
2282,186000.00
2283,142000.00
2284,131000.00
2285,138000.00
2286,134000.00
2287,275000.00
2288,248000.00
2289,308000.00
2290,367000.00
2291,265000.00
2292,314000.00
2293,376000.00
2294,327000.00
2295,395000.00
2296,254000.00
2297,248000.00
2298,274000.00
2299,350000.00
2300,298000.00
2301,235000.00
2302,255000.00
2303,229000.00
2304,227000.00
2305,200000.00
2306,202000.00
2307,198000.00
2308,212000.00
2309,236000.00
2310,179000.00
2311,203000.00
2312,167000.00
2313,157000.00
2314,152000.00
2315,156000.00
2316,160000.00
2317,176000.00
2318,158000.00
2319,151000.00
2320,156000.00
2321,219000.00
2322,156000.00
2323,144000.00
2324,132000.00
2325,193000.00
2326,130000.00
2327,185000.00
2328,207000.00
2329,178000.00
2330,189000.00
2331,340000.00
2332,339000.00
2333,296000.00
2334,252000.00
2335,237000.00
2336,330000.00
2337,182000.00
2338,249000.00
2339,206000.00
2340,338000.00
2341,189000.00
2342,211000.00
2343,223000.00
2344,212000.00
2345,226000.00
2346,178000.00
2347,177000.00
2348,202000.00
2349,166000.00
2350,237000.00
2351,204000.00
2352,235000.00
2353,278000.00
2354,108000.00
2355,110000.00
2356,165000.00
2357,195000.00
2358,194000.00
2359,135000.00
2360,114000.00
2361,170000.00
2362,269000.00
2363,151000.00
2364,174000.00
2365,193000.00
2366,150000.00
2367,190000.00
2368,183000.00
2369,192000.00
2370,176000.00
2371,173000.00
2372,188000.00
2373,220000.00
2374,294000.00
2375,176000.00
2376,319000.00
2377,320000.00
2378,136000.00
2379,268000.00
2380,155000.00
2381,191000.00
2382,188000.00
2383,206000.00
2384,238000.00
2385,162000.00
2386,142000.00
2387,133000.00
2388,104000.00
2389,130000.00
2390,142000.00
2391,171000.00
2392,108000.00
2393,167000.00
2394,153000.00
2395,225000.00
2396,150000.00
2397,223000.00
2398,132000.00
2399,66400.00
2400,52500.00
2401,102000.00
2402,143000.00
2403,212000.00
2404,154000.00
2405,182000.00
2406,124000.00
2407,135000.00
2408,167000.00
2409,139000.00
2410,208000.00
2411,119000.00
2412,175000.00
2413,147000.00
2414,132000.00
2415,201000.00
2416,129000.00
2417,112000.00
2418,107000.00
2419,167000.00
2420,132000.00
2421,171000.00
2422,130000.00
2423,136000.00
2424,172000.00
2425,308000.00
2426,178000.00
2427,122000.00
2428,181000.00
2429,109000.00
2430,130000.00
2431,139000.00
2432,128000.00
2433,147000.00
2434,154000.00
2435,173000.00
2436,69700.00
2437,103000.00
2438,122000.00
2439,130000.00
2440,156000.00
2441,124000.00
2442,105000.00
2443,133000.00
2444,145000.00
2445,103000.00
2446,175000.00
2447,196000.00
2448,154000.00
2449,146000.00
2450,180000.00
2451,137000.00
2452,225000.00
2453,74600.00
2454,103000.00
2455,115000.00
2456,156000.00
2457,124000.00
2458,116000.00
2459,102000.00
2460,167000.00
2461,124000.00
2462,145000.00
2463,138000.00
2464,214000.00
2465,156000.00
2466,149000.00
2467,144000.00
2468,107000.00
2469,124000.00
2470,232000.00
2471,190000.00
2472,236000.00
2473,149000.00
2474,138000.00
2475,238000.00
2476,127000.00
2477,133000.00
2478,199000.00
2479,135000.00
2480,131000.00
2481,138000.00
2482,137000.00
2483,107000.00
2484,147000.00
2485,117000.00
2486,151000.00
2487,268000.00
2488,122000.00
2489,162000.00
2490,145000.00
2491,86200.00
2492,177000.00
2493,137000.00
2494,194000.00
2495,113000.00
2496,249000.00
2497,182000.00
2498,118000.00
2499,71300.00
2500,123000.00
2501,157000.00
2502,163000.00
2503,138000.00
2504,196000.00
2505,202000.00
2506,251000.00
2507,284000.00
2508,251000.00
2509,228000.00
2510,210000.00
2511,164000.00
2512,195000.00
2513,224000.00
2514,194000.00
2515,162000.00
2516,154000.00
2517,140000.00
2518,144000.00
2519,212000.00
2520,204000.00
2521,176000.00
2522,214000.00
2523,126000.00
2524,143000.00
2525,152000.00
2526,164000.00
2527,105000.00
2528,117000.00
2529,141000.00
2530,136000.00
2531,241000.00
2532,212000.00
2533,206000.00
2534,222000.00
2535,289000.00
2536,231000.00
2537,199000.00
2538,159000.00
2539,172000.00
2540,162000.00
2541,159000.00
2542,153000.00
2543,156000.00
2544,137000.00
2545,159000.00
2546,170000.00
2547,152000.00
2548,174000.00
2549,159000.00
2550,743000.00
2551,130000.00
2552,118000.00
2553,65700.00
2554,120000.00
2555,88500.00
2556,106000.00
2557,139000.00
2558,227000.00
2559,163000.00
2560,129000.00
2561,103000.00
2562,131000.00
2563,130000.00
2564,168000.00
2565,102000.00
2566,159000.00
2567,155000.00
2568,215000.00
2569,199000.00
2570,127000.00
2571,219000.00
2572,148000.00
2573,255000.00
2574,224000.00
2575,159000.00
2576,131000.00
2577,157000.00
2578,83900.00
2579,58900.00
2580,156000.00
2581,179000.00
2582,120000.00
2583,243000.00
2584,167000.00
2585,210000.00
2586,202000.00
2587,203000.00
2588,121000.00
2589,156000.00
2590,224000.00
2591,256000.00
2592,202000.00
2593,203000.00
2594,173000.00
2595,179000.00
2596,312000.00
2597,199000.00
2598,251000.00
2599,269000.00
2600,217000.00
2601,120000.00
2602,107000.00
2603,113000.00
2604,99800.00
2605,106000.00
2606,173000.00
2607,241000.00
2608,239000.00
2609,163000.00
2610,90700.00
2611,210000.00
2612,163000.00
2613,119000.00
2614,118000.00
2615,168000.00
2616,144000.00
2617,272000.00
2618,256000.00
2619,244000.00
2620,181000.00
2621,165000.00
2622,187000.00
2623,220000.00
2624,281000.00
2625,297000.00
2626,158000.00
2627,156000.00
2628,331000.00
2629,368000.00
2630,268000.00
2631,355000.00
2632,316000.00
2633,241000.00
2634,304000.00
2635,169000.00
2636,207000.00
2637,192000.00
2638,235000.00
2639,195000.00
2640,174000.00
2641,122000.00
2642,204000.00
2643,142000.00
2644,159000.00
2645,121000.00
2646,121000.00
2647,148000.00
2648,145000.00
2649,141000.00
2650,121000.00
2651,155000.00
2652,317000.00
2653,237000.00
2654,247000.00
2655,330000.00
2656,261000.00
2657,273000.00
2658,240000.00
2659,247000.00
2660,286000.00
2661,293000.00
2662,295000.00
2663,255000.00
2664,223000.00
2665,285000.00
2666,250000.00
2667,145000.00
2668,152000.00
2669,165000.00
2670,251000.00
2671,156000.00
2672,170000.00
2673,192000.00
2674,193000.00
2675,147000.00
2676,166000.00
2677,194000.00
2678,246000.00
2679,259000.00
2680,262000.00
2681,364000.00
2682,316000.00
2683,417000.00
2684,301000.00
2685,306000.00
2686,238000.00
2687,260000.00
2688,194000.00
2689,169000.00
2690,329000.00
2691,184000.00
2692,111000.00
2693,195000.00
2694,109000.00
2695,187000.00
2696,169000.00
2697,209000.00
2698,196000.00
2699,190000.00
2700,159000.00
2701,143000.00
2702,145000.00
2703,131000.00
2704,160000.00
2705,125000.00
2706,114000.00
2707,137000.00
2708,131000.00
2709,95100.00
2710,122000.00
2711,311000.00
2712,352000.00
2713,158000.00
2714,132000.00
2715,184000.00
2716,122000.00
2717,162000.00
2718,200000.00
2719,180000.00
2720,185000.00
2721,149000.00
2722,197000.00
2723,155000.00
2724,123000.00
2725,141000.00
2726,165000.00
2727,176000.00
2728,164000.00
2729,156000.00
2730,155000.00
2731,112000.00
2732,122000.00
2733,183000.00
2734,177000.00
2735,152000.00
2736,158000.00
2737,114000.00
2738,193000.00
2739,168000.00
2740,145000.00
2741,158000.00
2742,194000.00
2743,169000.00
2744,151000.00
2745,142000.00
2746,129000.00
2747,149000.00
2748,129000.00
2749,127000.00
2750,116000.00
2751,115000.00
2752,212000.00
2753,196000.00
2754,368000.00
2755,157000.00
2756,95900.00
2757,117000.00
2758,77900.00
2759,167000.00
2760,202000.00
2761,172000.00
2762,155000.00
2763,218000.00
2764,119000.00
2765,267000.00
2766,186000.00
2767,83900.00
2768,151000.00
2769,143000.00
2770,151000.00
2771,114000.00
2772,116000.00
2773,196000.00
2774,181000.00
2775,158000.00
2776,148000.00
2777,169000.00
2778,104000.00
2779,197000.00
2780,121000.00
2781,99400.00
2782,109000.00
2783,126000.00
2784,143000.00
2785,167000.00
2786,64900.00
2787,131000.00
2788,101000.00
2789,213000.00
2790,99800.00
2791,139000.00
2792,96700.00
2793,161000.00
2794,120000.00
2795,120000.00
2796,99900.00
2797,258000.00
2798,144000.00
2799,123000.00
2800,67700.00
2801,122000.00
2802,142000.00
2803,235000.00
2804,118000.00
2805,72700.00
2806,96400.00
2807,126000.00
2808,182000.00
2809,123000.00
2810,135000.00
2811,193000.00
2812,169000.00
2813,244000.00
2814,248000.00
2815,111000.00
2816,231000.00
2817,141000.00
2818,132000.00
2819,159000.00
2820,173000.00
2821,128000.00
2822,205000.00
2823,397000.00
2824,225000.00
2825,137000.00
2826,131000.00
2827,164000.00
2828,249000.00
2829,209000.00
2830,228000.00
2831,175000.00
2832,240000.00
2833,245000.00
2834,201000.00
2835,214000.00
2836,205000.00
2837,187000.00
2838,141000.00
2839,178000.00
2840,197000.00
2841,191000.00
2842,211000.00
2843,160000.00
2844,188000.00
2845,110000.00
2846,213000.00
2847,203000.00
2848,181000.00
2849,192000.00
2850,261000.00
2851,208000.00
2852,229000.00
2853,227000.00
2854,136000.00
2855,191000.00
2856,183000.00
2857,177000.00
2858,187000.00
2859,155000.00
2860,125000.00
2861,154000.00
2862,199000.00
2863,90800.00
2864,229000.00
2865,131000.00
2866,171000.00
2867,97700.00
2868,151000.00
2869,164000.00
2870,180000.00
2871,101000.00
2872,61100.00
2873,125000.00
2874,164000.00
2875,153000.00
2876,162000.00
2877,139000.00
2878,152000.00
2879,154000.00
2880,131000.00
2881,148000.00
2882,176000.00
2883,193000.00
2884,163000.00
2885,163000.00
2886,242000.00
2887,120000.00
2888,156000.00
2889,51500.00
2890,87300.00
2891,181000.00
2892,36100.00
2893,105000.00
2894,59600.00
2895,252000.00
2896,234000.00
2897,220000.00
2898,209000.00
2899,189000.00
2900,174000.00
2901,215000.00
2902,188000.00
2903,272000.00
2904,281000.00
2905,107000.00
2906,216000.00
2907,116000.00
2908,112000.00
2909,234000.00
2910,64500.00
2911,107000.00
2912,160000.00
2913,112000.00
2914,84800.00
2915,84200.00
2916,110000.00
2917,199000.00
2918,98200.00
2919,233000.00
